,if,p,=,np,is,unsolved,",",and,reduction,is,applied,to,a,known,np-complete,problem,vis,a,vis,π2,to,π1,",",what,conclusion,can,be,drawn,for,π1,?
known,0.091392382979393,0.14122170209884644,-0.08045900613069534,0.16972734034061432,0.41921812295913696,0.2153278887271881,0.3604377806186676,0.3468935489654541,0.12976785004138947,0.41921812295913696,0.14225001633167267,0.14337651431560516,0.30882248282432556,1.0,0.20565888285636902,0.1978386789560318,0.15698184072971344,0.30882248282432556,0.15698184072971344,0.14433999359607697,0.14337651431560516,-0.014691491611301899,0.3604377806186676,0.20381177961826324,0.10728873312473297,0.18300224840641022,0.15196610987186432,0.15130700170993805,0.363901823759079,-0.014691491611301899,0.18314571678638458
np-complete,0.31617626547813416,0.20340189337730408,0.05562061443924904,0.32307320833206177,0.22069956362247467,0.2712497115135193,0.21401260793209076,0.1983288824558258,0.2702208161354065,0.22069956362247467,0.16617776453495026,0.24762758612632751,0.28990697860717773,0.20565888285636902,1.0,0.2782294750213623,0.19320622086524963,0.28990697860717773,0.19320622086524963,0.2062557488679886,0.24762758612632751,0.12432727217674255,0.21401260793209076,0.28050094842910767,0.3033719062805176,0.21604792773723602,0.2608036994934082,0.10915058851242065,0.2447579801082611,0.12432727217674255,0.16391170024871826
problem,0.43518564105033875,0.1706637293100357,-0.09702178835868835,0.4497864544391632,0.23238427937030792,0.46192029118537903,0.23938199877738953,0.24328261613845825,0.3494492769241333,0.23238427937030792,0.23095287382602692,0.2502208352088928,0.2605542540550232,0.1978386789560318,0.2782294750213623,1.0,0.22499215602874756,0.2605542540550232,0.22499215602874756,0.10175079852342606,0.2502208352088928,0.036100950092077255,0.23938199877738953,0.42183366417884827,0.36100271344184875,0.36370179057121277,0.347878634929657,0.21283121407032013,0.2661307752132416,0.036100950092077255,0.3762950301170349
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
π2,0.1651255488395691,0.11804499477148056,0.08339941501617432,0.06175009161233902,0.13494926691055298,0.056723881512880325,0.13974647223949432,0.20288051664829254,0.10358306765556335,0.13494926691055298,0.07007453590631485,0.19134458899497986,0.19391046464443207,0.14433999359607697,0.2062557488679886,0.10175079852342606,0.10499025881290436,0.19391046464443207,0.10499025881290436,1.0,0.19134458899497986,-0.00037475116550922394,0.13974647223949432,0.08958643674850464,0.14066925644874573,0.19128558039665222,0.18473351001739502,0.11409210413694382,0.12921042740345,-0.00037475116550922394,0.0623113252222538
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
to,0.4559597074985504,0.14269764721393585,-0.02100103534758091,0.12644809484481812,0.42745086550712585,0.1343403458595276,0.44245919585227966,0.48971283435821533,0.248092919588089,0.42745086550712585,0.26928162574768066,1.0,0.45503583550453186,0.14337651431560516,0.24762758612632751,0.2502208352088928,0.20313172042369843,0.45503583550453186,0.20313172042369843,0.19134458899497986,1.0,-0.04140755161643028,0.44245919585227966,0.455847829580307,0.28714045882225037,0.4979398250579834,0.4972836375236511,0.1552073210477829,0.4451248347759247,-0.04140755161643028,0.29463258385658264
another,0.4655850827693939,0.18335872888565063,-0.08161381632089615,0.14083638787269592,0.41278526186943054,0.19541820883750916,0.3283841907978058,0.3214244842529297,0.24333348870277405,0.41278526186943054,0.21172796189785004,0.48769932985305786,0.6191956996917725,0.21254785358905792,0.24737785756587982,0.279262900352478,0.17585872113704681,0.6191956996917725,0.17585872113704681,0.16118507087230682,0.48769932985305786,0.009343581274151802,0.3283841907978058,0.4190070629119873,0.2843240201473236,0.3920363187789917,0.42243969440460205,0.2255871593952179,0.36770403385162354,0.009343581274151802,0.295511931180954
problem,0.43518564105033875,0.1706637293100357,-0.09702178835868835,0.4497864544391632,0.23238427937030792,0.46192029118537903,0.23938199877738953,0.24328261613845825,0.3494492769241333,0.23238427937030792,0.23095287382602692,0.2502208352088928,0.2605542540550232,0.1978386789560318,0.2782294750213623,1.0,0.22499215602874756,0.2605542540550232,0.22499215602874756,0.10175079852342606,0.2502208352088928,0.036100950092077255,0.23938199877738953,0.42183366417884827,0.36100271344184875,0.36370179057121277,0.347878634929657,0.21283121407032013,0.2661307752132416,0.036100950092077255,0.3762950301170349
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
π1,0.08108779042959213,0.047117557376623154,0.04628458991646767,0.07546094805002213,-0.011081291362643242,0.012457688339054585,-0.0060372306033968925,-0.05672186613082886,0.06205210089683533,-0.011081291362643242,0.06735751032829285,-0.04140755161643028,-0.016434958204627037,-0.014691491611301899,0.12432727217674255,0.036100950092077255,-0.08845363557338715,-0.016434958204627037,-0.08845363557338715,-0.00037475116550922394,-0.04140755161643028,1.0000001192092896,-0.0060372306033968925,0.08171424269676208,0.10294865816831589,0.020127560943365097,0.011948168277740479,0.05474010109901428,0.02689496986567974,1.0000001192092896,-0.028902659192681313
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
would,0.5543612837791443,0.1375492513179779,-0.020843004807829857,0.15096163749694824,0.33626067638397217,0.19122609496116638,0.32586824893951416,0.34921059012413025,0.24048477411270142,0.33626067638397217,0.22592833638191223,0.5965728163719177,0.398599237203598,0.23509551584720612,0.2811274230480194,0.33138108253479004,0.15345114469528198,0.398599237203598,0.15345114469528198,0.10951098054647446,0.5965728163719177,0.050314102321863174,0.32586824893951416,0.45766422152519226,0.3359687626361847,0.5638198852539062,0.5202695727348328,0.20903606712818146,0.39877474308013916,0.050314102321863174,0.37178951501846313
indicate,0.4053936004638672,0.10369852185249329,-0.005435604602098465,0.14576661586761475,0.23185983300209045,0.16846990585327148,0.21923933923244476,0.22519426047801971,0.24522359669208527,0.23185983300209045,0.2638249397277832,0.28129613399505615,0.32298797369003296,0.14076903462409973,0.19011031091213226,0.2073046714067459,0.12859271466732025,0.32298797369003296,0.12859271466732025,0.18868426978588104,0.28129613399505615,0.02742663025856018,0.21923933923244476,0.24538113176822662,0.3378894329071045,0.30144286155700684,0.3533998727798462,0.21772100031375885,0.27113986015319824,0.02742663025856018,0.23544088006019592
that,0.5634250640869141,0.15546166896820068,0.06973481923341751,0.2149038165807724,0.3995479643344879,0.31747421622276306,0.4137537479400635,0.4731321930885315,0.2762419581413269,0.3995479643344879,0.3206048607826233,0.5436353087425232,0.47537946701049805,0.20813259482383728,0.316537469625473,0.4416671693325043,0.15980809926986694,0.47537946701049805,0.15980809926986694,0.20441916584968567,0.5436353087425232,0.02150159329175949,0.4137537479400635,0.6297725439071655,0.4214214086532593,0.4522190988063812,0.6036020517349243,0.3134700357913971,0.4137635827064514,0.02150159329175949,0.32716336846351624
there,0.37692952156066895,0.08984465152025223,-0.011133055202662945,0.27156734466552734,0.3904260993003845,0.2707342505455017,0.4587128460407257,0.4242868423461914,0.24267546832561493,0.3904260993003845,0.24789737164974213,0.40669289231300354,0.4214206337928772,0.20795854926109314,0.254207581281662,0.36833471059799194,0.15031656622886658,0.4214206337928772,0.15031656622886658,0.08579567819833755,0.40669289231300354,0.07162775844335556,0.4587128460407257,0.35085538029670715,0.22560736536979675,0.36423051357269287,0.41019052267074585,0.19350318610668182,0.3728419542312622,0.07162775844335556,0.29405656456947327
is,0.30927813053131104,0.11757151037454605,-0.046662431210279465,0.2208731323480606,1.0,0.1910337656736374,0.4691906273365021,0.3859752118587494,0.2509012222290039,1.0,0.21050988137722015,0.42745086550712585,0.658733606338501,0.41921812295913696,0.22069956362247467,0.23238427937030792,0.24671344459056854,0.658733606338501,0.24671344459056854,0.13494926691055298,0.42745086550712585,-0.011081291362643242,0.4691906273365021,0.28837618231773376,0.19649836421012878,0.44256699085235596,0.4819129705429077,0.13321004807949066,0.43268078565597534,-0.011081291362643242,0.22961433231830597
no,0.41504931449890137,0.15725331008434296,0.0204122643917799,0.27036094665527344,0.19581134617328644,0.23699407279491425,0.29972612857818604,0.25880882143974304,0.1974208801984787,0.19581134617328644,0.1774357557296753,0.30015695095062256,0.26280897855758667,0.13360221683979034,0.2471093237400055,0.34181922674179077,0.14087049663066864,0.26280897855758667,0.14087049663066864,0.1828058809041977,0.30015695095062256,0.04621967300772667,0.29972612857818604,0.339326947927475,0.2653235197067261,0.2225070297718048,0.4173688292503357,0.18718673288822174,0.306581974029541,0.04621967300772667,0.32165053486824036
known,0.091392382979393,0.14122170209884644,-0.08045900613069534,0.16972734034061432,0.41921812295913696,0.2153278887271881,0.3604377806186676,0.3468935489654541,0.12976785004138947,0.41921812295913696,0.14225001633167267,0.14337651431560516,0.30882248282432556,1.0,0.20565888285636902,0.1978386789560318,0.15698184072971344,0.30882248282432556,0.15698184072971344,0.14433999359607697,0.14337651431560516,-0.014691491611301899,0.3604377806186676,0.20381177961826324,0.10728873312473297,0.18300224840641022,0.15196610987186432,0.15130700170993805,0.363901823759079,-0.014691491611301899,0.18314571678638458
polynomial-time,0.4370468556880951,0.314484566450119,-0.05523140728473663,0.5199081301689148,0.27178341150283813,0.41564202308654785,0.2733469605445862,0.23233875632286072,0.36446112394332886,0.27178341150283813,0.3220042586326599,0.2786272466182709,0.2934800982475281,0.21348799765110016,0.3660340905189514,0.4528779685497284,0.19459523260593414,0.2934800982475281,0.19459523260593414,0.15921220183372498,0.2786272466182709,0.08046966791152954,0.2733469605445862,0.288694828748703,0.3612198531627655,0.37689030170440674,0.34630662202835083,0.22460436820983887,0.2679102420806885,0.08046966791152954,0.2915361523628235
solution,0.3745069205760956,0.12173200398683548,-0.04950493201613426,0.4076559245586395,0.2851429283618927,0.36476942896842957,0.2270459234714508,0.23649100959300995,0.40576469898223877,0.2851429283618927,0.2589298486709595,0.3161713182926178,0.2887548804283142,0.22066038846969604,0.24695809185504913,0.5411272048950195,0.2329072505235672,0.2887548804283142,0.2329072505235672,0.055510420352220535,0.3161713182926178,-0.010002951137721539,0.2270459234714508,0.275324285030365,0.3233921527862549,0.35933056473731995,0.34988686442375183,0.1547059565782547,0.2887430787086487,-0.010002951137721539,0.28505614399909973
for,0.3609124422073364,0.13376198709011078,-0.04357342794537544,0.1543017327785492,0.43268078565597534,0.22812846302986145,0.4464869201183319,0.5064792633056641,0.2523634135723114,0.43268078565597534,0.28770551085472107,0.4451248347759247,0.44038116931915283,0.363901823759079,0.2447579801082611,0.2661307752132416,0.14582762122154236,0.44038116931915283,0.14582762122154236,0.12921042740345,0.4451248347759247,0.02689496986567974,0.4464869201183319,0.3017193675041199,0.2245149314403534,0.35690054297447205,0.3801851272583008,0.19273287057876587,0.9999999403953552,0.02689496986567974,0.264628142118454
π1,0.08108779042959213,0.047117557376623154,0.04628458991646767,0.07546094805002213,-0.011081291362643242,0.012457688339054585,-0.0060372306033968925,-0.05672186613082886,0.06205210089683533,-0.011081291362643242,0.06735751032829285,-0.04140755161643028,-0.016434958204627037,-0.014691491611301899,0.12432727217674255,0.036100950092077255,-0.08845363557338715,-0.016434958204627037,-0.08845363557338715,-0.00037475116550922394,-0.04140755161643028,1.0000001192092896,-0.0060372306033968925,0.08171424269676208,0.10294865816831589,0.020127560943365097,0.011948168277740479,0.05474010109901428,0.02689496986567974,1.0000001192092896,-0.028902659192681313
.,0.421799898147583,0.2982616722583771,-0.057402096688747406,0.26927393674850464,0.4569662809371948,0.25593101978302,0.6812511086463928,0.588965117931366,0.23716990649700165,0.4569662809371948,0.2685256898403168,0.4645031690597534,0.50484299659729,0.283290296792984,0.2602795362472534,0.22562150657176971,0.25212255120277405,0.50484299659729,0.25212255120277405,0.18248336017131805,0.4645031690597534,0.012584085576236248,0.6812511086463928,0.3567904531955719,0.23143324255943298,0.35783761739730835,0.4383580684661865,0.24384649097919464,0.4726039469242096,0.012584085576236248,0.4130953550338745
